Title,Comment,publishedTimeText
FORD FIESTA - Everything You Need to Know | Up to Speed,"How's the ""moh pawah"" dude? Did you guys called his doctor?
Really concerned here.
Keep us posted, please.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"want a cheap sleeper?
buy yourself a mk4 and a junk puma 1.7, swap the engines and POW! you got your self a rocket for cheap after you can add a bit of cosworth juice and POW! You got yourself a spaceship",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Finally!! Fiesta Gang rise up!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,you guys need to make a donut music channel just for all the background music,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Make a galant video plzzz,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"4:33 That's Shakespeare Raceway, England, the local drag strip in my area, awesome little country track that has so many stories you'd need a second cup of tea to take it all in. Well it was till it was closed down cuz the owners couldn't run it... also cuz big house building corporations (funded by the government) harassed the owners to sell up... Now the nearest strip is the biggest in the country and the best known outside of the USA, Santapod in Bedfordshire!",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,YESSSSS,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Festia shogun check that one out,4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,How do James knows that I am in the toilet,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Mexicanos,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,3:52 camera crew or actual people,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The soldier was like: man I can't hold my laugh anymore...,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,When he stopped next to the bra ad and he was like ¡°mm¡± made me die,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,what's the song towards the end part of the mall cause that's in neon genisis Evangalion,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"6:41 , ¡°are we nearly there yet?¡± chuckle ¡°The kids are being annoying. Shoot them!¡±",6 years ago (edited)
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,HES TAKEN OUT COSTA COFEE,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"i got the se and its built like a tank. its been in over 4 accidents and it still runs like a champ. iv hit ?deer, road signs, and even a pickup.? got it stuck in mud , went 120mph,and installed a hitch to pull my trailer. only issue is that?my fiesta is a automatic. ford decided it was a good idea to alter their manual gearbox setup?to work with a automatic gearbox. i?don't have a torque converter so it grinds gears. here's some pics of it http://prntscr.com/hbzaa0 ,?http://prntscr.com/hbzadl , http://prntscr.com/hbzaga",6 years ago (edited)
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Why are cars so much cheaper in the U.K. That same car would cost at least $18k to low $20¡¯s here in America,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Asome,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,2:36 lel,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,If this was a track race the corvette would kill that ford,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I feel like playing GTA !,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Fiesta=the best car in the world,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I'd love to go on the meeting when they develop this car because someone must have suggested that they need the car good enough for beach assault and if there's someone chased by evil henchman in a V8 muscle car,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Lol i got a ford add at the start,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,THATS MY LOCAL SHOPPING CENTRE. I LIVE 15 MINS AWAY,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That relatable moment when you get chased by a corvette in a shopping centre,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Blues Brother or not,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,#Top Gear,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This is one of my new favorite bits from classic Top Gear,6 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"the old GOLF alike
have been the better Rabbit's (ST)",4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"That's what ive done, seat ibiza fr here ??",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"VW owns Seat so technically you are buying a cheaper VW but the maintenance costs are the same as owning a VW so steer clear of VW IMO (unless you have a lot of cash and you don't care). If you don't want to pay your seat golden down the road. This my opinion from experience the service costs where insane on my Seat Leon, traded in for a Renault Clio, and my wallet stopped bleeding.

EDIT: Owns Skoda as well, and a bunch of other car manufacturers including Porche, Audi, Lamborgini and others all part of VW Group. I can't remember the others but are a lot",5 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,To trade a german car for a french one...that`s a no brainer. You will see :),5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@AdHD1905? SEAT aren't French,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Bojan Kis I¡¯ve just tested both the polo and the Ibiza, and the ride quality is quite similar, the interior quality is way above in the Polo. I like the exterior of the Ibiza a bit better though. I¡¯ve just ordered a Polo though :-)",5 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Huh ? My parents have a 2012 polo with the 1.2 tdi engine, and that thing is the most reliable car they have ever had. It has only been to the mechanic 2 times other than regular service and that was recalls both times, so not all vw's are unreliable and expensive to drive. FYI it has done about 160.000 km or 100.000 miles",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"VW Group ownes all those brands, not VW brand, VW Group is owned by Porsche, not by VW, just most sales are from VW brand so they named their group VW group, it's mostly owned by Porsche SE, and Porssche family got 100% voting power in Porsche SE",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"What? You are completely lost there. The Volkswagen Group is the one organization that owns the others. VW, Audi, Lamborghini, Bugatti, Seat, Skoda, Porsche, Bentley, MAN Trucks, Ducati Bikes and Scania Trucks. Sure, the original families that started their respective companies may still have a say in the boards, but the money comes in from ""foul-vee groopen"" as the sausages say it.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Yeah I've got an ibiza, way better looking and cheaper",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I bought the Ibiza FR 12 months ago and it's so much fun... get quiet a few compliments too which is nice :D,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Really no replies or likes 8 months later?,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,?@Tuxocat? I can't believe it.,2 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Reporting for duty, sir. :D",4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@gionder? Sorry to break it to you but https://www.quora.com/Is-Volkswagen-owned-by-Porsche-or-is-it-the-other-way-around,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,you dont know shit about cars,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,actually seat costs more than the polo,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"That quora article was entirely based on Wikipedia. That's not a very reputable source, wouldn't you agree? Nonetheless, you managed to pland a seed of doubt in me about that. I'll dig into it further. Thanks!",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"How is the situation, when you buy a new car again?  You will get much more money from Polo ;-)",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,A seat is also cheaper quality. My cousin has the Seat Ibiza and I have the Polo. Despite similar looks the materials are very different in quality. The Seat is a more a budget version of the VW. My cousin even agrees; she wished she¡¯d got the Polo as it feels so much better quality and less plasticy.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Giovanni Laux, it's exactly as I said, more than 51% of VW Group is owned by Porsche SE and Porsche Family got 100% voting rights and over 51% of Porsche SE shares, so Porsche family alone got over 51% of voting rights in VW group making it the ""owner"" of VW group, 51% of votings right make you owner of companies, and everyone else with with % of voting rights are partners in VW group, in Porsche SE Porsche family got 100% of voting right so other parties there are not partners but shareholders",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,https://www.porsche-se.com/?id=90&L=1,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,If I wanted a Volkswagen why would I want worst?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,But Clio is. Pay attention!,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Volkswagen Group is majority owned by Porsche SE, Komi is correct.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"rope because most people don¡¯t want to pay an extra few grand for squidgy plastic and a badge. They drive the same, look better and cost less.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@StereotypedFilms? the technology is the same, and so are many of the parts, so you are paying for a bit of soft plastic...not worth it imo. I'd rather more equipment and better looks for the money. I have a fabia Monte Carlo now, had all the kit you need, android auto etc, full length panoramic roof, for way Less than a polo",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,And handles like the titanic steers 5 minutes after the steering wheel,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@edddenby9745? dunno what ibiza you've driven but the ones we have on our forecourt all handle about the same as other hatchbacks in its class tbh. I think it's a great car for the price, it's a Polo without paying a few grand extra for a few bits of soft plastic...",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,lecherous ok Mine didn¡¯t ??,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@AdHD1905? seat is spanish,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"??@golito1977? Thank you for the light in this great darkness.Seat by name, spanish. Seat by everything else, german. :). Overrated, expensive, and full of beautiful lies :)",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I got a black ibiza FR red edition ?? love it ???? quality may not be as high as the polo but its sportier and more fun and aggressive looking overall I find than the polo and higher performing car than most polos except GTI versions,4 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@huh9412? all the experts say polo is much cheaper on the longer run than ibiza but you say this..,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@huh9412? says a lot about you.... The polo is extremely reliable and if it hurts your purse because of repairs then look in the mirror buddy,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"That was back in 2010, nowadays a base model Fiesta is around ¡ê13,000 which is around $18,000.

Plus insurance in the UK is really expensive, especially as a young driver, even in a small cheap car you'll probably be paying a few thousand a year for the first few years of driving.",6 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Well said,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Great. You found out how capitalism works.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Thats why your all piling into England.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Great witness !,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Trust me, almost 70% of the the romanians  that come to UK for working  are from the lowest sheet of the society in our country. The ones are those that you see on TV more of the time. The medium competent class from Romania that works in the Kingdom are  well paid and you don't see them so often on news television.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@trev0074? said by someone who's part of a migratory nation it'self. You ignorant piece of shit. Without the eastern people helping UK's economy you would've never even considered the Brexit luxury. Gtfo,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"In Romania , regarding the working environment, there is no capitalism. There is pure modern slavery, giving the employee a minimum amount of salary in order to keep him coming to the job the next month. Try living with a misery of salary of 300 pound or euro's.  And the leadership of the bosses , pfff, that's a completely another bin of garbage.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@wapcl1472? 7,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,That's how it is in whole balkans...,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,EmZEN ¡ê20 pounds a Day is a normal payment in Romania.,5 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Yes m888 banging init,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,How do you tell the difference between  a fiesta and focus ?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,the ford's golf,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,do a de tomaso episode plssssss,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I'm enjoying the Ford videos,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Thank the car gods,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I know this might get hate and all that, but I've driven both an 15 st and a nismo juke, and I have to take the juke over it, besides it's ""lovely"" styling it's a similar 1.6t engine with pretty good tuning capabilities, it handles almost the same but me and my buddies used to autocross together one with a fiesta and another with a juke both lowered with similar wheels and tires (the juke fit wider tires though) and the juke beat it in every lap by a significant amount and even swapping drivers the juke always did better, weird I know but even on a 40 roll fiesta st got clapped, funky car for sure but both cars were fbo and the juke was a ripper",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Ok You Are a Doc Now Buddy!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I love this dude... He is so energetic,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Ford: Fiesta
Ferrari: pista",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I was lucky enough to grab a 19 fiST right before they killed them. The most fun I've ever had in a small car. I also fit a car seat so its usable ;-),4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,@donut media where did the festiva fit in there on the home side,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I had an RS1800 Fester, it was angry. They only made 497 of them. What's that silver thing Jay Leno has? Thought that was the US Fiesta.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I love my mk6 St, nearly as much fun as my Scooby was.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,HES BACK!!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Yes,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Look james the oil embargo is just apart of car history and to not talk about it is to leave off a important part of the story don't apologize for having to talk about it,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Take the donut ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,What about back wheel drive???,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Why is there a focus rs behind you,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,It's been like a year and no likes or anything,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,ok we won't mention the Romanian Gypsyies who come here trying to thieve our decent British people.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,KeTolino ??. Fetch.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Trev 007 there is no such thing as romanian gypsies. They may live in the romanian region but they are not part of our population,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Rule Britannia....ok who gives a shit if we have a shortage of cabbages,  Mr Bog.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,EmZEN If you wouldn¡¯t deliver good quality you wouldn¡¯t habe your job anymore.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@trev0074? no they go to England because you rob half of the world,youf colonies and that is how you made your country.Romania didnt have colonies.You would be poor country if you werent so gready invaders.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,kraenk12 You ?? End.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Sorry i fell asleep there.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@trev0074? ??,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Your right because they've all moved here.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Your right. The selling price is higher than the manufacturing costs. Hmmm.. shouldn't that not always be the case. whats your point?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"The point is that Romanians, Serbians and Bulgarians are paid like garbage in order to do parts for expensive brands. The discussion would be too complex to detail it here....",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Any of that worker is free to go and escape this ""slavery"". But guess what they are still working there! Do you ever wonder why? So maybe it's not VW problem, but your governments, which doesn't do their job properly.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@wapcl1472? And all you EU countries wonder why we voted out of the EU.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,yes sadly its always this way,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"And that is why you are in EUSSR. No worries, Germany is getting wealthy on the backs of poorer countries. I am waiting for the day this shit 'union' falls apart.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Who's going to pick the cabbages,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Eastern europeans are doing more than just picking cabbages, they are taking jobs from british people and putting a strain on the NHS, the roads, the schools, and we are just too small of an island to cope. You wouldn't like it if millions of brits took all your jobs/houses/dr appointments in your home country. We voted brexit because this country cannot cope and is doing very badly financially.  The companies are taking advantage of you by paying minimum wage jobs, you deserve better.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,You are so wrong mate ! You don't understand the automotive industry and how the assembly parts quality standards  manufactured in satellite factories work. I assure all of you that all automotive car parts that are made outside the original country of the manufacturer are Quantity over Quality. All automotive factories that act in Romania are concerned about quantity of one specific part in first place and not quality. This matter would be too large to develop it here in YT comment section.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Ahh, should I tell you that In a specific automotive industry region from Romania are made some parts for the f'kin ROLLS ROYCE PHANTOM, and that specific part is an electronic fuse connector PCB wich is manipulated by the workers empty handed !! EMPTY HANDED ! no gloves guys ! Everyone knows that electronic PCB's are to be manipulated with ESD gloves. Workers here don't give a s*it about the quality and prestige of the car Brand because of the salary that are paid. For the manufacturers here, if the part in cause corresponds to some Quality department standards the part is good, so then they put accent on production not Quality.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I agree with you....i was actually taking the piss...,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Its not any different  with ford,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,That¡¯s still not nearly as high of a labor to product cost ratio as an Apple product.  Each $1K USD iPhone requires less than $40 USD in Chinese labor costs.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,The same with Apple and his products. Everyone must have an IPhone. Is it worth it?,5 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Haha like the workers at ford got it so much better?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@EinkOLED? You didnt have such concerns when Britain empire ruled a half of the world.You build your country with resorces taken feom many countryes.You would be poor shithole if you would take back all that you took from India,Africa,Australia...So shut the fuck up about your problems and your ksenofobia.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@wapcl1472? Nah bruv, you don't need ESD gloves these days",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,faurecia? by chance?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Unde in Romania?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@trev0074? *You're not your. You're from England yet can't use your own language properly.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,EmZEN I feel bad for you considering we have a polo. You should be paid the RRP for a leather steering wheel in the car costs. It¡¯s just not fair these days.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"You are comparing the ¡ê2 with the ¡ê exchange rate, which will always show a big 
difference. Comparisons should be made in line with the average wage in that particular 
country. 
Eg: a UK's warehouse worker's wage will be equal to a qualified teacher's or banker's wage in Romania; But living in the UK that warehouse wage just about covers living expenses
?like rent, food, travel etc.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Sherman A you are right, but only half",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Thats everywhere,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,tare,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"EmZEN romania should have been not divided from Ottoman Empire. We were going to live together forever... 
now u deserve earning 2 pound per wheel. And my car is new polo. Thanks for your hard working brother.
We are going to come to your home again.. don¡¯t hesitate, be a part of our home.. big Empire is loading ....",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?@trev0074? and what this has to do with the average, normal, decent Romanian working guy ? ..other than the citizenship ..sorry but you're an ignorant.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"The part that you get shitty payments are true, I am also coming from Hungary so i know what you talk about. But it doesn't mean that the work can not be premium. Ten years ago my wife showed me a small manufacturing company in Oradea they where doing the leather wheels for several premium auto manufacturer (like Jaguar Porsche...) They where doing great job. (They made my wheel leathered on my Mazda and that was a premium job)",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Living in Romania is way cheaper. Can¡¯t just look at nominal wages.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,EmZEN would you hate me if I buy this car because I actually like it the most from all new cars I can afford,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"?Ho Lee Fok? yeah, 30 years out of socialism and already starting to forget :)",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@trev0074? Same in Belgium.  They are a gigantic pain in the ass!,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Trev 007 eh britshit! Pund got down almost 40% since beginning of brexit, in a couple of years you will be working for Romanians, while all your money will travel to Italy, spain and France.",4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,EmZEN what a smart man i appreciate you !,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Gypsies are believed to have arrived in Europe from northern India they are everywhere you stupid Bastard!,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@victorgon_? it's not capitalism it's people being greedy stop thinking giving free money to people is how economy grows,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@ivanlazarevic78? ????,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Stay strong comrade, do not become alienated from your peers and your labour. The revolution will come!",4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"I am from India, if I buy polo without steering wheel can you come and fix it? I pay 100€ for you and the wheel? :) probably difficult right. That means you just forgot the other costs involved like transportation, distribution, dealers, assemblers, design engineers, marketing, sales after all that maintainance and a constant business for your organization to pay for your salaries. 

I can understand the pain you put while manufacturing it. :) but you need constant salary and they provide it.:)",4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Ok I don't care tbh,2 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Darn, didn't mention the crazy 3 cylinder concept they wanted to do in Europe",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,What about the Ford Aspire? lol,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Was legit on the toilet lol,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,It¡¯s loud,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,D-holes ! I like it.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,More American gasoline power????????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I love how excited James gets about cars,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Doing a burnout,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Can¡¯t believe you missed off the Fiesta Courier Kombi which was available from 1991 to 2002. Chop the back off a Fiesta, weld half a small van in its place, then chop holes in the van to make windows and turn it back into a car ?? My one had a 1.8 NA Diesel pumping out 59 asthmatic horses and 77 torques?? A car so slow you could virtually drive it flat out at all times?? Google it, thank me later ??????????????????",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,What about Italy? ????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Up to speed 3 series bmw pls,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Day 10 of asking Donut for a Buff Horses shirt,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,The episode I¡¯ve been waiting for,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,The British customer wants more powerful Engine,4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,"Well come back, buddy. Missed you.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Does a Video on Fiesta when they get tho the point of the ST they show a Focus ST doing a burnout instead... solid... also dope rs in the back of a Fiesta video,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,It looks like a car was pregnant ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Ken Block¡¯s favorite rally car,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Up to speed on peter Brock,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,What about the Irish car company?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I mean #TopGear,6 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,1 pound is 8 liras,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Does anyone know that classical music played is called when Jeremey is the shopping center?,6 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,No more than 120 hp on marble...good to know,6 years ago
